"scalerank","labelrank","featurecla","sovereignt","sov_a3","adm0_dif","level","type","admin","adm0_a3","geou_dif","geounit","gu_a3","su_dif","subunit","su_a3","name","abbrev","postal","name_forma","terr_","name_sort","map_color","pop_est","gdp_md_est","fips_10_","iso_a2","iso_a3","iso_n3","kml_4326","json_4326","svg_4326","wkt_4326"
1,1,"Adm-0 country","Northern Cyprus","CYN",0,2,"Sovereign country","Northern Cyprus","CYN",0,"Northern Cyprus","CYN",0,"Northern Cyprus","CYN","N. Cyprus","N. Cy.","CN",,,"Cyprus, Northern",8,265100,3600,-99,-99,-99,-99,"<Polygon><outerBoundaryIs><LinearRing><coordinates>34.004,35.065,0 33.966,35.057,0 33.903,35.085,0 33.866,35.094,0 33.832,35.067,0 33.792,35.048,0 33.757,35.04,0 33.726,35.037,0 33.675,35.018,0 33.614,35.023,0 33.526,35.039,0 33.476,35,0 33.464,35.005,0 33.456,35.101,0 33.424,35.141,0 33.384,35.163,0 33.326,35.154,0 33.248,35.157,0 33.191,35.173,0 33.077,35.146,0 32.986,35.116,0 32.92,35.088,0 32.869,35.089,0 32.784,35.116,0 32.72,35.145,0 32.713,35.171,0 32.772,35.16,0 32.88,35.181,0 32.926,35.278,0 32.942,35.39,0 33.123,35.358,0 33.308,35.341,0 33.459,35.336,0 33.608,35.354,0 34.063,35.474,0 34.192,35.546,0 34.272,35.57,0 34.411,35.629,0 34.556,35.662,0 34.463,35.594,0 33.942,35.292,0 33.908,35.202,0 33.931,35.14,0 34.004,35.065,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>","{""type"":""Polygon"",""coordinates"":[[[34.004,35.065],[33.966,35.057],[33.903,35.085],[33.866,35.094],[33.832,35.067],[33.792,35.048],[33.757,35.04],[33.726,35.037],[33.675,35.018],[33.614,35.023],[33.526,35.039],[33.476,35],[33.464,35.005],[33.456,35.101],[33.424,35.141],[33.384,35.163],[33.326,35.154],[33.248,35.157],[33.191,35.173],[33.077,35.146],[32.986,35.116],[32.92,35.088],[32.869,35.089],[32.784,35.116],[32.72,35.145],[32.713,35.171],[32.772,35.16],[32.88,35.181],[32.926,35.278],[32.942,35.39],[33.123,35.358],[33.308,35.341],[33.459,35.336],[33.608,35.354],[34.063,35.474],[34.192,35.546],[34.272,35.57],[34.411,35.629],[34.556,35.662],[34.463,35.594],[33.942,35.292],[33.908,35.202],[33.931,35.14],[34.004,35.065]]]}","M34.004 35.065L33.966 35.057L33.903 35.085L33.866 35.094L33.832 35.067L33.792 35.048L33.757 35.04L33.726 35.037L33.675 35.018L33.614 35.023L33.526 35.039L33.476 35L33.464 35.005L33.456 35.101L33.424 35.141L33.384 35.163L33.326 35.154L33.248 35.157L33.191 35.173L33.077 35.146L32.986 35.116L32.92 35.088L32.869 35.089L32.784 35.116L32.72 35.145L32.713 35.171L32.772 35.16L32.88 35.181L32.926 35.278L32.942 35.39L33.123 35.358L33.308 35.341L33.459 35.336L33.608 35.354L34.063 35.474L34.192 35.546L34.272 35.57L34.411 35.629L34.556 35.662L34.463 35.594L33.942 35.292L33.908 35.202L33.931 35.14L34.004 35.065Z","POLYGON((34.004 35.065,33.966 35.057,33.903 35.085,33.866 35.094,33.832 35.067,33.792 35.048,33.757 35.04,33.726 35.037,33.675 35.018,33.614 35.023,33.526 35.039,33.476 35,33.464 35.005,33.456 35.101,33.424 35.141,33.384 35.163,33.326 35.154,33.248 35.157,33.191 35.173,33.077 35.146,32.986 35.116,32.92 35.088,32.869 35.089,32.784 35.116,32.72 35.145,32.713 35.171,32.772 35.16,32.88 35.181,32.926 35.278,32.942 35.39,33.123 35.358,33.308 35.341,33.459 35.336,33.608 35.354,34.063 35.474,34.192 35.546,34.272 35.57,34.411 35.629,34.556 35.662,34.463 35.594,33.942 35.292,33.908 35.202,33.931 35.14,34.004 35.065))"
1,1,"Adm-0 country","Western Sahara","SAH",0,2,"Disputed","Western Sahara","SAH",0,"Western Sahara","SAH",0,"Western Sahara","SAH","W. Sahara","W. Sah.","WS",,"Disputed","Western Sahara",4,-99,900,-99,-99,-99,-99,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-8.683,27.286,0 -8.683,27.119,0 -8.683,26.921,0 -8.683,26.723,0 -8.682,26.498,0 -8.682,26.273,0 -8.682,26.109,0 -8.682,25.996,0 -8.886,25.996,0 -9.072,25.996,0 -9.258,25.996,0 -9.445,25.996,0 -9.631,25.995,0 -9.817,25.995,0 -10.003,25.995,0 -10.19,25.995,0 -10.376,25.995,0 -10.562,25.995,0 -10.749,25.995,0 -10.935,25.995,0 -11.121,25.995,0 -11.308,25.995,0 -11.494,25.995,0 -11.68,25.995,0 -11.867,25.995,0 -12.016,25.995,0 -12.016,25.876,0 -12.016,25.74,0 -12.016,25.604,0 -12.016,25.468,0 -12.016,25.332,0 -12.016,25.196,0 -12.016,25.059,0 -12.016,24.923,0 -12.016,24.787,0 -12.016,24.651,0 -12.016,24.515,0 -12.016,24.379,0 -12.016,24.242,0 -12.016,24.106,0 -12.016,23.97,0 -12.016,23.834,0 -12.016,23.698,0 -12.016,23.576,0 -12.023,23.468,0 -12.083,23.435,0 -12.226,23.377,0 -12.373,23.318,0 -12.559,23.291,0 -12.62,23.271,0 -12.74,23.193,0 -12.896,23.09,0 -13.031,23,0 -13.121,22.884,0 -13.153,22.821,0 -13.166,22.753,0 -13.156,22.689,0 -13.107,22.561,0 -13.094,22.496,0 -13.087,22.383,0 -13.078,22.26,0 -13.07,22.128,0 -13.061,21.996,0 -13.051,21.855,0 -13.042,21.714,0 -13.032,21.572,0 -13.025,21.467,0 -13.016,21.334,0 -13.167,21.334,0 -13.397,21.334,0 -13.626,21.333,0 -13.855,21.333,0 -14.085,21.333,0 -14.314,21.332,0 -14.543,21.332,0 -14.773,21.332,0 -15.002,21.332,0 -15.231,21.331,0 -15.461,21.331,0 -15.69,21.331,0 -15.919,21.33,0 -16.148,21.33,0 -16.378,21.33,0 -16.607,21.33,0 -16.836,21.329,0 -16.965,21.329,0 -17.006,21.142,0 -17.042,21.008,0 -17.064,20.899,0 -17.048,20.806,0 -17.099,20.857,0 -17.01,21.377,0 -17.003,21.421,0 -17.003,21.421,0 -16.951,21.43,0 -16.731,21.47,0 -16.581,21.481,0 -16.191,21.481,0 -16.041,21.501,0 -15.921,21.501,0 -15.751,21.491,0 -15.611,21.47,0 -15.461,21.451,0 -15.291,21.451,0 -15.151,21.441,0 -14.971,21.441,0 -14.841,21.451,0 -14.751,21.501,0 -14.671,21.6,0 -14.641,21.68,0 -14.611,21.751,0 -14.621,21.821,0 -14.631,21.861,0 -14.581,21.911,0 -14.521,21.991,0 -14.461,22.041,0 -14.441,22.081,0 -14.381,22.121,0 -14.311,22.191,0 -14.271,22.241,0 -14.221,22.31,0 -14.211,22.371,0 -14.191,22.451,0 -14.191,22.59,0 -14.171,22.76,0 -14.141,22.871,0 -14.121,22.961,0 -14.101,23.1,0 -14.041,23.34,0 -14.021,23.411,0 -13.981,23.52,0 -13.931,23.621,0 -13.891,23.691,0 -13.841,23.751,0 -13.771,23.791,0 -13.661,23.831,0 -13.581,23.871,0 -13.481,23.911,0 -13.391,23.941,0 -13.311,23.981,0 -13.281,24.02,0 -13.231,24.09,0 -13.161,24.22,0 -13.121,24.3,0 -13.061,24.401,0 -12.991,24.47,0 -12.948,24.497,0 -12.911,24.52,0 -12.821,24.571,0 -12.711,24.63,0 -12.631,24.68,0 -12.561,24.731,0 -12.501,24.77,0 -12.431,24.831,0 -12.401,24.88,0 -12.361,24.97,0 -12.311,25.111,0 -12.271,25.26,0 -12.231,25.421,0 -12.201,25.52,0 -12.171,25.64,0 -12.131,25.731,0 -12.101,25.831,0 -12.081,25.871,0 -12.081,25.92,0 -12.061,25.991,0 -12.057,25.996,0 -12.031,26.031,0 -11.961,26.05,0 -11.881,26.071,0 -11.755,26.087,0 -11.718,26.104,0 -11.699,26.163,0 -11.685,26.213,0 -11.637,26.296,0 -11.584,26.361,0 -11.553,26.401,0 -11.512,26.47,0 -11.471,26.52,0 -11.4,26.584,0 -11.338,26.633,0 -11.317,26.684,0 -11.317,26.745,0 -11.361,26.794,0 -11.393,26.883,0 -11.264,26.911,0 -11.15,26.941,0 -11.047,26.97,0 -10.923,27.01,0 -10.83,27.01,0 -10.758,27.02,0 -10.654,27.001,0 -10.551,26.991,0 -10.479,26.961,0 -10.355,26.901,0 -10.251,26.861,0 -10.189,26.861,0 -10.123,26.88,0 -10.067,26.909,0 -10.033,26.911,0 -9.981,26.89,0 -9.9,26.85,0 -9.818,26.85,0 -9.735,26.861,0 -9.673,26.911,0 -9.57,26.991,0 -9.487,27.05,0 -9.413,27.088,0 -9.353,27.098,0 -9.286,27.098,0 -9.208,27.1,0 -9.084,27.09,0 -9.002,27.09,0 -8.889,27.104,0 -8.795,27.121,0 -8.754,27.151,0 -8.754,27.191,0 -8.774,27.251,0 -8.797,27.308,0 -8.803,27.361,0 -8.789,27.417,0 -8.774,27.461,0 -8.785,27.531,0 -8.814,27.614,0 -8.818,27.656,0 -8.818,27.656,0 -8.683,27.656,0 -8.683,27.49,0 -8.683,27.286,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>","{""type"":""Polygon"",""coordinates"":[[[-8.683,27.286],[-8.683,27.119],[-8.683,26.921],[-8.683,26.723],[-8.682,26.498],[-8.682,26.273],[-8.682,26.109],[-8.682,25.996],[-8.886,25.996],[-9.072,25.996],[-9.258,25.996],[-9.445,25.996],[-9.631,25.995],[-9.817,25.995],[-10.003,25.995],[-10.19,25.995],[-10.376,25.995],[-10.562,25.995],[-10.749,25.995],[-10.935,25.995],[-11.121,25.995],[-11.308,25.995],[-11.494,25.995],[-11.68,25.995],[-11.867,25.995],[-12.016,25.995],[-12.016,25.876],[-12.016,25.74],[-12.016,25.604],[-12.016,25.468],[-12.016,25.332],[-12.016,25.196],[-12.016,25.059],[-12.016,24.923],[-12.016,24.787],[-12.016,24.651],[-12.016,24.515],[-12.016,24.379],[-12.016,24.242],[-12.016,24.106],[-12.016,23.97],[-12.016,23.834],[-12.016,23.698],[-12.016,23.576],[-12.023,23.468],[-12.083,23.435],[-12.226,23.377],[-12.373,23.318],[-12.559,23.291],[-12.62,23.271],[-12.74,23.193],[-12.896,23.09],[-13.031,23],[-13.121,22.884],[-13.153,22.821],[-13.166,22.753],[-13.156,22.689],[-13.107,22.561],[-13.094,22.496],[-13.087,22.383],[-13.078,22.26],[-13.07,22.128],[-13.061,21.996],[-13.051,21.855],[-13.042,21.714],[-13.032,21.572],[-13.025,21.467],[-13.016,21.334],[-13.167,21.334],[-13.397,21.334],[-13.626,21.333],[-13.855,21.333],[-14.085,21.333],[-14.314,21.332],[-14.543,21.332],[-14.773,21.332],[-15.002,21.332],[-15.231,21.331],[-15.461,21.331],[-15.69,21.331],[-15.919,21.33],[-16.148,21.33],[-16.378,21.33],[-16.607,21.33],[-16.836,21.329],[-16.965,21.329],[-17.006,21.142],[-17.042,21.008],[-17.064,20.899],[-17.048,20.806],[-17.099,20.857],[-17.01,21.377],[-17.003,21.421],[-17.003,21.421],[-16.951,21.43],[-16.731,21.47],[-16.581,21.481],[-16.191,21.481],[-16.041,21.501],[-15.921,21.501],[-15.751,21.491],[-15.611,21.47],[-15.461,21.451],[-15.291,21.451],[-15.151,21.441],[-14.971,21.441],[-14.841,21.451],[-14.751,21.501],[-14.671,21.6],[-14.641,21.68],[-14.611,21.751],[-14.621,21.821],[-14.631,21.861],[-14.581,21.911],[-14.521,21.991],[-14.461,22.041],[-14.441,22.081],[-14.381,22.121],[-14.311,22.191],[-14.271,22.241],[-14.221,22.31],[-14.211,22.371],[-14.191,22.451],[-14.191,22.59],[-14.171,22.76],[-14.141,22.871],[-14.121,22.961],[-14.101,23.1],[-14.041,23.34],[-14.021,23.411],[-13.981,23.52],[-13.931,23.621],[-13.891,23.691],[-13.841,23.751],[-13.771,23.791],[-13.661,23.831],[-13.581,23.871],[-13.481,23.911],[-13.391,23.941],[-13.311,23.981],[-13.281,24.02],[-13.231,24.09],[-13.161,24.22],[-13.121,24.3],[-13.061,24.401],[-12.991,24.47],[-12.948,24.497],[-12.911,24.52],[-12.821,24.571],[-12.711,24.63],[-12.631,24.68],[-12.561,24.731],[-12.501,24.77],[-12.431,24.831],[-12.401,24.88],[-12.361,24.97],[-12.311,25.111],[-12.271,25.26],[-12.231,25.421],[-12.201,25.52],[-12.171,25.64],[-12.131,25.731],[-12.101,25.831],[-12.081,25.871],[-12.081,25.92],[-12.061,25.991],[-12.057,25.996],[-12.031,26.031],[-11.961,26.05],[-11.881,26.071],[-11.755,26.087],[-11.718,26.104],[-11.699,26.163],[-11.685,26.213],[-11.637,26.296],[-11.584,26.361],[-11.553,26.401],[-11.512,26.47],[-11.471,26.52],[-11.4,26.584],[-11.338,26.633],[-11.317,26.684],[-11.317,26.745],[-11.361,26.794],[-11.393,26.883],[-11.264,26.911],[-11.15,26.941],[-11.047,26.97],[-10.923,27.01],[-10.83,27.01],[-10.758,27.02],[-10.654,27.001],[-10.551,26.991],[-10.479,26.961],[-10.355,26.901],[-10.251,26.861],[-10.189,26.861],[-10.123,26.88],[-10.067,26.909],[-10.033,26.911],[-9.981,26.89],[-9.9,26.85],[-9.818,26.85],[-9.735,26.861],[-9.673,26.911],[-9.57,26.991],[-9.487,27.05],[-9.413,27.088],[-9.353,27.098],[-9.286,27.098],[-9.208,27.1],[-9.084,27.09],[-9.002,27.09],[-8.889,27.104],[-8.795,27.121],[-8.754,27.151],[-8.754,27.191],[-8.774,27.251],[-8.797,27.308],[-8.803,27.361],[-8.789,27.417],[-8.774,27.461],[-8.785,27.531],[-8.814,27.614],[-8.818,27.656],[-8.818,27.656],[-8.683,27.656],[-8.683,27.49],[-8.683,27.286]]]}","M-8.683 27.286L-8.683 27.119L-8.683 26.921L-8.683 26.723L-8.682 26.498L-8.682 26.273L-8.682 26.109L-8.682 25.996L-8.886 25.996L-9.072 25.996L-9.258 25.996L-9.445 25.996L-9.631 25.995L-9.817 25.995L-10.003 25.995L-10.19 25.995L-10.376 25.995L-10.562 25.995L-10.749 25.995L-10.935 25.995L-11.121 25.995L-11.308 25.995L-11.494 25.995L-11.68 25.995L-11.867 25.995L-12.016 25.995L-12.016 25.876L-12.016 25.74L-12.016 25.604L-12.016 25.468L-12.016 25.332L-12.016 25.196L-12.016 25.059L-12.016 24.923L-12.016 24.787L-12.016 24.651L-12.016 24.515L-12.016 24.379L-12.016 24.242L-12.016 24.106L-12.016 23.97L-12.016 23.834L-12.016 23.698L-12.016 23.576L-12.023 23.468L-12.083 23.435L-12.226 23.377L-12.373 23.318L-12.559 23.291L-12.62 23.271L-12.74 23.193L-12.896 23.09L-13.031 23L-13.121 22.884L-13.153 22.821L-13.166 22.753L-13.156 22.689L-13.107 22.561L-13.094 22.496L-13.087 22.383L-13.078 22.26L-13.07 22.128L-13.061 21.996L-13.051 21.855L-13.042 21.714L-13.032 21.572L-13.025 21.467L-13.016 21.334L-13.167 21.334L-13.397 21.334L-13.626 21.333L-13.855 21.333L-14.085 21.333L-14.314 21.332L-14.543 21.332L-14.773 21.332L-15.002 21.332L-15.231 21.331L-15.461 21.331L-15.69 21.331L-15.919 21.33L-16.148 21.33L-16.378 21.33L-16.607 21.33L-16.836 21.329L-16.965 21.329L-17.006 21.142L-17.042 21.008L-17.064 20.899L-17.048 20.806L-17.099 20.857L-17.01 21.377L-17.003 21.421L-17.003 21.421L-16.951 21.43L-16.731 21.47L-16.581 21.481L-16.191 21.481L-16.041 21.501L-15.921 21.501L-15.751 21.491L-15.611 21.47L-15.461 21.451L-15.291 21.451L-15.151 21.441L-14.971 21.441L-14.841 21.451L-14.751 21.501L-14.671 21.6L-14.641 21.68L-14.611 21.751L-14.621 21.821L-14.631 21.861L-14.581 21.911L-14.521 21.991L-14.461 22.041L-14.441 22.081L-14.381 22.121L-14.311 22.191L-14.271 22.241L-14.221 22.31L-14.211 22.371L-14.191 22.451L-14.191 22.59L-14.171 22.76L-14.141 22.871L-14.121 22.961L-14.101 23.1L-14.041 23.34L-14.021 23.411L-13.981 23.52L-13.931 23.621L-13.891 23.691L-13.841 23.751L-13.771 23.791L-13.661 23.831L-13.581 23.871L-13.481 23.911L-13.391 23.941L-13.311 23.981L-13.281 24.02L-13.231 24.09L-13.161 24.22L-13.121 24.3L-13.061 24.401L-12.991 24.47L-12.948 24.497L-12.911 24.52L-12.821 24.571L-12.711 24.63L-12.631 24.68L-12.561 24.731L-12.501 24.77L-12.431 24.831L-12.401 24.88L-12.361 24.97L-12.311 25.111L-12.271 25.26L-12.231 25.421L-12.201 25.52L-12.171 25.64L-12.131 25.731L-12.101 25.831L-12.081 25.871L-12.081 25.92L-12.061 25.991L-12.057 25.996L-12.031 26.031L-11.961 26.05L-11.881 26.071L-11.755 26.087L-11.718 26.104L-11.699 26.163L-11.685 26.213L-11.637 26.296L-11.584 26.361L-11.553 26.401L-11.512 26.47L-11.471 26.52L-11.4 26.584L-11.338 26.633L-11.317 26.684L-11.317 26.745L-11.361 26.794L-11.393 26.883L-11.264 26.911L-11.15 26.941L-11.047 26.97L-10.923 27.01L-10.83 27.01L-10.758 27.02L-10.654 27.001L-10.551 26.991L-10.479 26.961L-10.355 26.901L-10.251 26.861L-10.189 26.861L-10.123 26.88L-10.067 26.909L-10.033 26.911L-9.981 26.89L-9.9 26.85L-9.818 26.85L-9.735 26.861L-9.673 26.911L-9.57 26.991L-9.487 27.05L-9.413 27.088L-9.353 27.098L-9.286 27.098L-9.208 27.1L-9.084 27.09L-9.002 27.09L-8.889 27.104L-8.795 27.121L-8.754 27.151L-8.754 27.191L-8.774 27.251L-8.797 27.308L-8.803 27.361L-8.789 27.417L-8.774 27.461L-8.785 27.531L-8.814 27.614L-8.818 27.656L-8.818 27.656L-8.683 27.656L-8.683 27.49L-8.683 27.286Z","POLYGON((-8.683 27.286,-8.683 27.119,-8.683 26.921,-8.683 26.723,-8.682 26.498,-8.682 26.273,-8.682 26.109,-8.682 25.996,-8.886 25.996,-9.072 25.996,-9.258 25.996,-9.445 25.996,-9.631 25.995,-9.817 25.995,-10.003 25.995,-10.19 25.995,-10.376 25.995,-10.562 25.995,-10.749 25.995,-10.935 25.995,-11.121 25.995,-11.308 25.995,-11.494 25.995,-11.68 25.995,-11.867 25.995,-12.016 25.995,-12.016 25.876,-12.016 25.74,-12.016 25.604,-12.016 25.468,-12.016 25.332,-12.016 25.196,-12.016 25.059,-12.016 24.923,-12.016 24.787,-12.016 24.651,-12.016 24.515,-12.016 24.379,-12.016 24.242,-12.016 24.106,-12.016 23.97,-12.016 23.834,-12.016 23.698,-12.016 23.576,-12.023 23.468,-12.083 23.435,-12.226 23.377,-12.373 23.318,-12.559 23.291,-12.62 23.271,-12.74 23.193,-12.896 23.09,-13.031 23,-13.121 22.884,-13.153 22.821,-13.166 22.753,-13.156 22.689,-13.107 22.561,-13.094 22.496,-13.087 22.383,-13.078 22.26,-13.07 22.128,-13.061 21.996,-13.051 21.855,-13.042 21.714,-13.032 21.572,-13.025 21.467,-13.016 21.334,-13.167 21.334,-13.397 21.334,-13.626 21.333,-13.855 21.333,-14.085 21.333,-14.314 21.332,-14.543 21.332,-14.773 21.332,-15.002 21.332,-15.231 21.331,-15.461 21.331,-15.69 21.331,-15.919 21.33,-16.148 21.33,-16.378 21.33,-16.607 21.33,-16.836 21.329,-16.965 21.329,-17.006 21.142,-17.042 21.008,-17.064 20.899,-17.048 20.806,-17.099 20.857,-17.01 21.377,-17.003 21.421,-17.003 21.421,-16.951 21.43,-16.731 21.47,-16.581 21.481,-16.191 21.481,-16.041 21.501,-15.921 21.501,-15.751 21.491,-15.611 21.47,-15.461 21.451,-15.291 21.451,-15.151 21.441,-14.971 21.441,-14.841 21.451,-14.751 21.501,-14.671 21.6,-14.641 21.68,-14.611 21.751,-14.621 21.821,-14.631 21.861,-14.581 21.911,-14.521 21.991,-14.461 22.041,-14.441 22.081,-14.381 22.121,-14.311 22.191,-14.271 22.241,-14.221 22.31,-14.211 22.371,-14.191 22.451,-14.191 22.59,-14.171 22.76,-14.141 22.871,-14.121 22.961,-14.101 23.1,-14.041 23.34,-14.021 23.411,-13.981 23.52,-13.931 23.621,-13.891 23.691,-13.841 23.751,-13.771 23.791,-13.661 23.831,-13.581 23.871,-13.481 23.911,-13.391 23.941,-13.311 23.981,-13.281 24.02,-13.231 24.09,-13.161 24.22,-13.121 24.3,-13.061 24.401,-12.991 24.47,-12.948 24.497,-12.911 24.52,-12.821 24.571,-12.711 24.63,-12.631 24.68,-12.561 24.731,-12.501 24.77,-12.431 24.831,-12.401 24.88,-12.361 24.97,-12.311 25.111,-12.271 25.26,-12.231 25.421,-12.201 25.52,-12.171 25.64,-12.131 25.731,-12.101 25.831,-12.081 25.871,-12.081 25.92,-12.061 25.991,-12.057 25.996,-12.031 26.031,-11.961 26.05,-11.881 26.071,-11.755 26.087,-11.718 26.104,-11.699 26.163,-11.685 26.213,-11.637 26.296,-11.584 26.361,-11.553 26.401,-11.512 26.47,-11.471 26.52,-11.4 26.584,-11.338 26.633,-11.317 26.684,-11.317 26.745,-11.361 26.794,-11.393 26.883,-11.264 26.911,-11.15 26.941,-11.047 26.97,-10.923 27.01,-10.83 27.01,-10.758 27.02,-10.654 27.001,-10.551 26.991,-10.479 26.961,-10.355 26.901,-10.251 26.861,-10.189 26.861,-10.123 26.88,-10.067 26.909,-10.033 26.911,-9.981 26.89,-9.9 26.85,-9.818 26.85,-9.735 26.861,-9.673 26.911,-9.57 26.991,-9.487 27.05,-9.413 27.088,-9.353 27.098,-9.286 27.098,-9.208 27.1,-9.084 27.09,-9.002 27.09,-8.889 27.104,-8.795 27.121,-8.754 27.151,-8.754 27.191,-8.774 27.251,-8.797 27.308,-8.803 27.361,-8.789 27.417,-8.774 27.461,-8.785 27.531,-8.814 27.614,-8.818 27.656,-8.818 27.656,-8.683 27.656,-8.683 27.49,-8.683 27.286))"
1,1,"Adm-0 country","Kashmir","KAS",1,2,"Indeterminate","Siachen Glacier","KAS",0,"Siachen Glacier","KAS",0,"Siachen Glacier","KAS",,,,,,"Kashmir",0,6000,0,-99,-99,-99,-99,"<Polygon><outerBoundaryIs><LinearRing><coordinates>77.799,35.496,0 77.697,35.443,0 77.572,35.379,0 77.423,35.303,0 77.293,35.236,0 77.168,35.172,0 77.049,35.11,0 77.004,35.196,0 76.979,35.246,0 76.928,35.347,0 76.882,35.436,0 76.813,35.572,0 76.767,35.662,0 76.879,35.613,0 77.09,35.552,0 77.295,35.508,0 77.447,35.476,0 77.52,35.473,0 77.573,35.472,0 77.724,35.481,0 77.799,35.496,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>","{""type"":""Polygon"",""coordinates"":[[[77.799,35.496],[77.697,35.443],[77.572,35.379],[77.423,35.303],[77.293,35.236],[77.168,35.172],[77.049,35.11],[77.004,35.196],[76.979,35.246],[76.928,35.347],[76.882,35.436],[76.813,35.572],[76.767,35.662],[76.879,35.613],[77.09,35.552],[77.295,35.508],[77.447,35.476],[77.52,35.473],[77.573,35.472],[77.724,35.481],[77.799,35.496]]]}","M77.799 35.496L77.697 35.443L77.572 35.379L77.423 35.303L77.293 35.236L77.168 35.172L77.049 35.11L77.004 35.196L76.979 35.246L76.928 35.347L76.882 35.436L76.813 35.572L76.767 35.662L76.879 35.613L77.09 35.552L77.295 35.508L77.447 35.476L77.52 35.473L77.573 35.472L77.724 35.481L77.799 35.496Z","POLYGON((77.799 35.496,77.697 35.443,77.572 35.379,77.423 35.303,77.293 35.236,77.168 35.172,77.049 35.11,77.004 35.196,76.979 35.246,76.928 35.347,76.882 35.436,76.813 35.572,76.767 35.662,76.879 35.613,77.09 35.552,77.295 35.508,77.447 35.476,77.52 35.473,77.573 35.472,77.724 35.481,77.799 35.496))"
